/commands/view/2731/attach-screen-over-ssh, Attach screen over ssh, ssh -t remote_host screen -r
/commands/view/49/run-a-command-only-when-load-average-is-below-a-certain-threshold, Run a command only when load average is below a certain threshold, echo "rm -rf /unwanted-but-large/folder" | batch
/commands/view/10804/list-all-bash-shortcuts, List all bash shortcuts, bind -P
/commands/view/2573/remove-all-files-previously-extracted-from-a-tar.gz-file., Remove all files previously extracted from a tar(.gz) file., tar -tf <file.tar.gz> | xargs rm -r
/commands/view/7581/rtfm-function, RTFM function, rtfm() { help [email protected] || man [email protected] || $BROWSER "http://www.google.com/[email protected]"; }
/commands/view/6788/broadcast-your-shell-thru-ports-5000-5001-5002-..., Broadcast your shell thru ports 5000, 5001, 5002 ..., script -qf | tee >(nc -kl 5000) >(nc -kl 5001) >(nc -kl 5002)
/commands/view/5068/eavesdrop-on-your-system, Eavesdrop on your system, diff <(lsof -p 1234) <(sleep 10; lsof -p 1234)
/commands/view/3220/directly-ssh-to-host-b-that-is-only-accessible-through-host-a, directly ssh to host B that is only accessible through host A, ssh -t hostA ssh hostB
/commands/view/12327/retry-the-previous-command-until-it-exits-successfully, Retry the previous command until it exits successfully, until !!; do :; done
/commands/view/6213/what-is-my-public-ip-address, What is my public IP-address?, curl ifconfig.me
/commands/view/5888/edit-a-google-doc-with-vim, Edit a google doc with vim, google docs edit --title "To-Do List" --editor vim
/commands/view/3931/run-a-file-system-check-on-your-next-boot., Run a file system check on your next boot., sudo touch /forcefsck
/commands/view/3739/list-only-the-directories, List only the directories, ls -d */
/commands/view/1922/which-program-is-this-port-belongs-to-, which program is this port belongs to ?, lsof -i tcp:80
/commands/view/1700/share-a-terminal-screen-with-others, Share a terminal screen with others, % screen -r someuser/
/commands/view/9153/synchronize-date-and-time-with-a-server-over-ssh, Synchronize date and time with a server over ssh, date --set="$(ssh [email protected]erver date)"
/commands/view/8044/google-text-to-speech-in-mp3-format, Google text-to-speech in mp3 format, wget -q -U Mozilla -O output.mp3 "http://translate.google.com/translate_tts?ie=UTF-8&tl=en&q=hello+world
/commands/view/7718/download-youtube-video-with-wget, Download Youtube video with wget!, wget http://www.youtube.com/watch?v=dQw4w9WgXcQ -qO- | sed -n "/fmt_url_map/{s/[\'\"\|]/\n/g;p}" | sed -n '/^fmt_url_map/,/videoplayback/p' | sed -e :a -e '$q;N;5,$D;ba' | tr -d '\n' | sed -e 's/\(.*\),\(.\)\{1,3\}/\1/' | wget -i - -O surprise.flv
/commands/view/7338/python-version-3-serve-current-directory-tree-at-httphostname8000, Python version 3: Serve current directory tree at http://$HOSTNAME:8000/, python -m http.server
/commands/view/3969/binary-clock, Binary Clock, watch -n 1 'echo "obase=2;`date +%s`" | bc'
/commands/view/1079/sort-the-size-usage-of-a-directory-tree-by-gigabytes-kilobytes-megabytes-then-bytes., Sort the size usage of a directory tree by gigabytes, kilobytes, megabytes, then bytes., du -b --max-depth 1 | sort -nr | perl -pe 's{([0-9]+)}{sprintf "%.1f%s", $1>=2**30? ($1/2**30, "G"): $1>=2**20? ($1/2**20, "M"): $1>=2**10? ($1/2**10, "K"): ($1, "")}e'
/commands/view/10007/duplicate-installed-packages-from-one-machine-to-the-other-rpm-based-systems, Duplicate installed packages from one machine to the other (RPM-based systems), ssh [email protected] "rpm -qa" | xargs yum -y install
/commands/view/9775/draw-kernel-module-dependancy-graph., Draw kernel module dependancy graph., lsmod | perl -e 'print "digraph \"lsmod\" {";<>;while(<>){@_=split/\s+/; print "\"$_[0]\" -> \"$_\"\n" for split/,/,$_[3]}print "}"' | dot -Tpng | display -
/commands/view/5253/get-your-outgoing-ip-address, Get your outgoing IP address, dig +short myip.opendns.com @resolver1.opendns.com
/commands/view/2251/compare-two-directory-trees., Compare two directory trees., diff <(cd dir1 && find | sort) <(cd dir2 && find | sort)
/commands/view/1870/bring-the-word-under-the-cursor-on-the-ex-line-in-vim, Bring the word under the cursor on the :ex line in Vim, :<C-R><C-W>
/commands/view/1476/remind-yourself-to-leave-in-15-minutes, Remind yourself to leave in 15 minutes, leave +15
/commands/view/877/make-directory-tree, make directory tree, mkdir -p work/{d1,d2}/{src,bin,bak}
/commands/view/29/download-all-images-from-a-site, Download all images from a site, wget -r -l1 --no-parent -nH -nd -P/tmp -A".gif,.jpg" http://example.com/images
/commands/view/9701/convert-youtube-videos-to-mp3, Convert Youtube videos to MP3, youtube-dl -t --extract-audio --audio-format mp3 YOUTUBE_URL_HERE
/commands/view/9105/find-out-how-much-data-is-waiting-to-be-written-to-disk, Find out how much data is waiting to be written to disk, grep ^Dirty /proc/meminfo
/commands/view/3543/show-apps-that-use-internet-connection-at-the-moment., Show apps that use internet connection at the moment., lsof -P -i -n | cut -f 1 -d " "| uniq | tail -n +2
/commands/view/2916/backup-all-mysql-databases-to-individual-files, Backup all MySQL Databases to individual files, for I in $(mysql -e 'show databases' -s --skip-column-names); do mysqldump $I | gzip > "$I.sql.gz"; done
/commands/view/2785/port-knocking, Port Knocking!, knock <host> 3000 4000 5000 && ssh -p <port> [email protected] && knock <host> 5000 4000 3000
/commands/view/2158/add-timestamp-to-history, Add timestamp to history, export HISTTIMEFORMAT="%F %T "
/commands/view/1981/recursively-change-permissions-on-files-leave-directories-alone., Recursively change permissions on files, leave directories alone., find ./ -type f -exec chmod 644 {} \;
/commands/view/1293/find-files-that-have-been-modified-on-your-system-in-the-past-60-minutes, Find files that have been modified on your system in the past 60 minutes, sudo find / -mmin 60 -type f
/commands/view/9327/using-to-referance-backward-word, using `!#$' to referance backward-word, cp /work/host/phone/ui/main.cpp !#$:s/host/target
/commands/view/6334/use-tee-to-process-a-pipe-with-two-or-more-processes, Use tee to process a pipe with two or more processes, echo "tee can split a pipe in two"|tee >(rev) >(tr ' ' '_')
/commands/view/2108/search-recursively-to-find-a-word-or-phrase-in-certain-file-types-such-as-c-code, Search recursively to find a word or phrase in certain file types, such as C code, find . -name "*.[ch]" -exec grep -i -H "search pharse" {} \;
/commands/view/1077/intercept-monitor-and-manipulate-a-tcp-connection., Intercept, monitor and manipulate a TCP connection., mkfifo /tmp/fifo; cat /tmp/fifo | nc -l -p 1234 | tee -a to.log | nc machine port | tee -a from.log > /tmp/fifo
/commands/view/111/check-site-ssl-certificate-dates, check site ssl certificate dates, echo | openssl s_client -connect www.google.com:443 2>/dev/null |openssl x509 -dates -noout
/commands/view/10109/quick-access-to-ascii-code-of-a-key, Quick access to ASCII code of a key, showkey -a
/commands/view/8721/find-files-in-a-date-range, find files in a date range, find . -type f -newermt "2010-01-01" ! -newermt "2010-06-01"
/commands/view/8665/control-ssh-connection, Control ssh connection, [enter]~?
/commands/view/5772/run-complex-remote-shell-cmds-over-ssh-without-escaping-quotes, run complex remote shell cmds over ssh, without escaping quotes, ssh host -l user $(<cmd.txt)
/commands/view/3613/create-a-directory-and-change-into-it-at-the-same-time, Create a directory and change into it at the same time, md () { mkdir -p "[email protected]" && cd "[email protected]"; }
/commands/view/2248/colorized-grep-in-less, Colorized grep in less, grep --color=always | less -R
/commands/view/957/block-known-dirty-hosts-from-reaching-your-machine, Block known dirty hosts from reaching your machine, wget -qO - http://infiltrated.net/blacklisted|awk '!/#|[a-z]/&&/./{print "iptables -A INPUT -s "$1" -j DROP"}'
/commands/view/9578/exclude-multiple-columns-using-awk, Exclude multiple columns using AWK, awk '{$1=$3=""}1' file
/commands/view/6191/ls-not-pattern, ls not pattern, ls !(*.gz)
/commands/view/4888/output-your-microphone-to-a-remote-computers-speaker, output your microphone to a remote computer's speaker, arecord -f dat | ssh -C [email protected] aplay -f dat
/commands/view/4373/analyze-traffic-remotely-over-ssh-w-wireshark, analyze traffic remotely over ssh w/ wireshark, ssh [email protected] 'tshark -f "port !22" -w -' | wireshark -k -i -
/commands/view/13313/given-a-file-path-unplug-the-usb-device-on-which-the-file-is-located-the-file-must-be-on-an-usb-device-, Given a file path, unplug the USB device on which the file is located (the file must be on an USB device !), echo $(sudo lshw -businfo | grep -B 1 -m 1 $(df "/path/to/file" | tail -1 | awk '{print $1}' | cut -c 6-8) | head -n 1 | awk '{print $1}' | cut -c 5- | tr ":" "-") | sudo tee /sys/bus/usb/drivers/usb/unbind
/commands/view/6045/remove-a-line-in-a-text-file.-useful-to-fix-ssh-host-key-change-warnings, Remove a line in a text file. Useful to fix "ssh host key change" warnings, sed -i 8d ~/.ssh/known_hosts
/commands/view/5147/save-a-file-you-edited-in-vim-without-the-needed-permissions-no-echo, Save a file you edited in vim without the needed permissions (no echo), :w !sudo tee > /dev/null %
/commands/view/2011/delete-a-line-from-your-shell-history, delete a line from your shell history, history -d
/commands/view/7637/get-the-ip-of-the-host-your-coming-from-when-logged-in-remotely, Get the IP of the host your coming from when logged in remotely, echo ${SSH_CLIENT%% *}
/commands/view/6267/random-number-between-1-and-x, Random Number Between 1 And X, echo $[RANDOM%X+1]
/commands/view/5795/lists-all-listening-ports-together-with-the-pid-of-the-associated-process, Lists all listening ports together with the PID of the associated process, lsof -Pan -i tcp -i udp
/commands/view/5175/easily-find-megabyte-eating-files-or-directories, easily find megabyte eating files or directories, alias dush="du -sm *|sort -n|tail"
/commands/view/4619/exclude-.svn-.git-and-other-vcs-junk-for-a-pristine-tarball, Exclude .svn, .git and other VCS junk for a pristine tarball, tar --exclude-vcs -cf src.tar src/
/commands/view/3632/remove-blank-lines-from-a-file-using-grep-and-save-output-to-new-file, Remove blank lines from a file using grep and save output to new file, grep . filename > newfilename
/commands/view/1748/exit-without-saving-history, exit without saving history, kill -9 $$
/commands/view/1123/how-to-establish-a-remote-gnu-screen-session-that-you-can-re-connect-to, How to establish a remote Gnu screen session that you can re-connect to, ssh -t [email protected] /usr/bin/screen -xRR
/commands/view/887/copy-a-mysql-database-to-a-new-server-via-ssh-with-one-command, Copy a MySQL Database to a new Server via SSH with one command, mysqldump --add-drop-table --extended-insert --force --log-error=error.log -uUSER -pPASS OLD_DB_NAME | ssh -C [email protected] "mysql -uUSER -pPASS NEW_DB_NAME"
/commands/view/719/convert-pdf-to-jpg, Convert PDF to JPG, for file in `ls *.pdf`; do convert -verbose -colorspace RGB -resize 800 -interlace none -density 300 -quality 80 $file `echo $file | sed 's/\.pdf$/\.jpg/'`; done
/commands/view/7416/find-usb-device, Find usb device, diff <(lsusb) <(sleep 3s && lsusb)
/commands/view/6984/find-all-file-larger-than-500m, find all file larger than 500M, find / -type f -size +500M
/commands/view/5653/notify-yourself-when-a-long-running-command-which-has-already-started-is-finished, notify yourself when a long-running command which has ALREADY STARTED is finished, <ctrl+z> fg; notify_me
/commands/view/5177/create-colorized-html-file-from-vim-or-vimdiff, Create colorized html file from Vim or Vimdiff, :TOhtml
/commands/view/4434/live-ssh-network-throughput-test, live ssh network throughput test, yes | pv | ssh $host "cat > /dev/null"
/commands/view/2353/create-a-nifty-overview-of-the-hardware-in-your-computer, Create a nifty overview of the hardware in your computer, lshw -html > hardware.html
/commands/view/1226/save-your-sessions-in-vim-to-resume-later, Save your sessions in vim to resume later, :mksession! <filename>
/commands/view/8453/tell-local-debian-machine-to-install-packages-used-by-remote-debian-machine, Tell local Debian machine to install packages used by remote Debian machine, ssh remotehost 'dpkg --get-selections' | dpkg --set-selections && dselect install
/commands/view/7384/bind-a-key-with-a-command, Bind a key with a command, bind -x '"\C-l":ls -l'
/commands/view/6913/take-screenshot-through-ssh, Take screenshot through SSH, DISPLAY=:0.0 import -window root /tmp/shot.png
/commands/view/5710/intersection-between-two-files, intersection between two files, grep -Fx -f file1 file2
/commands/view/4853/grep-a-pdf-file., GREP a PDF file., pdftotext [file] - | grep 'YourPattern'
/commands/view/4273/prints-line-numbers, prints line numbers, nl
/commands/view/3188/convert-unixtime-to-human-readable, convert unixtime to human-readable, date -d @1234567890
/commands/view/2945/a-fun-thing-to-do-with-ram-is-actually-open-it-up-and-take-a-peek.-this-command-will-show-you-all-the-string-plain-text-values-in-ram, A fun thing to do with ram is actually open it up and take a peek. This command will show you all the string (plain text) values in ram, sudo strings /dev/mem
/commands/view/2662/diff-on-two-variables, Diff on two variables, diff <(echo "$a") <(echo "$b")
/commands/view/203/prettify-an-xml-file, Prettify an XML file, tidy -xml -i -m [file]
/commands/view/9541/convert-seconds-into-minutes-and-seconds, Convert seconds into minutes and seconds, bc <<< 'obase=60;299'
/commands/view/5312/alias-head-for-automatic-smart-output, Alias HEAD for automatic smart output, alias head='head -n $((${LINES:-`tput lines 2>/dev/null||echo -n 12`} - 2))'
/commands/view/4479/colorful-man, Colorful man, apt-get install most && update-alternatives --set pager /usr/bin/most
/commands/view/4379/copy-working-directory-and-compress-it-on-the-fly-while-showing-progress, copy working directory and compress it on-the-fly while showing progress, tar -cf - . | pv -s $(du -sb . | awk '{print $1}') | gzip > out.tgz
/commands/view/2202/manually-pauseunpause-firefox-process-with-posix-signals, Manually Pause/Unpause Firefox Process with POSIX-Signals, killall -STOP -m firefox
/commands/view/1506/use-lynx-to-run-repeating-website-actions, Use lynx to run repeating website actions, lynx -accept_all_cookies -cmd_script=/your/keystroke-file
/commands/view/898/display-a-list-of-committers-sorted-by-the-frequency-of-commits, Display a list of committers sorted by the frequency of commits, svn log -q|grep "|"|awk "{print \$3}"|sort|uniq -c|sort -nr
/commands/view/11666/check-the-status-of-dd-in-progress-os-x, check the status of 'dd' in progress (OS X), CTRL + T
